query,intent
언제 다시봐도 눈물이 주륵주륵ㅜㅜ말이 필요없는 명작!!배우들 연기 최고ㅠㅠ국민배우 최진실씨가 너무 그립네요ㅜㅜ,2
오우 정밀 재미있게 봤습니다.연기력들이 굉장해요.구글플레이에서 천원이길래 가볍게 구매했습니다.스토리도 좋았지만 결말이 안타깝네요. 그렇지만 집착은 언제나 슬프네요.,2
긴시간이 후딱~언제적영화인데이다지도 치밀하고 빨려들어갈수있나~최고다!연기?음악?젊은 알파치노~^^,2
ebs 일요시네마로 봤는데 너무나 감동스뤄웟던 감동실화!!!!잊혀지지 않는 것 같다.언제나 또 봐도 감동을 받을 것 같은 영화~~,2
그땐 시간이 많을 줄 알았지...후회는 언제해도 늦죠 있을때 잘하는게 정답인듯,2
영화를 본후 며칠간 잠을 설쳤다. 물가득한 지하실에서 총을 들고 서로에게 다가가는 얀과 요제프,2
언제 봐도 재밌는 영화... 정말 너무 좋음. 결말도 완벽하고진짜...,2
"마음으로 듣는 목소리:) , 순수하고 아름다운 드라마. 언제 또 만날수있을까요...!",2
넘 재미있고.. 가슴이 아립니다..담주까지 언제 기다릴까요..,2
"불가사리 시리즈는 그냥 언제봐도 재밌다. 킬링타임용으로 이만한 영화가 있을까, TV에서 틀어줄때마다 넋놓고 본다 ㅋㅋ",2
잘보고있어요!! 이번주 화요일은 시험기간이라고 못봤어요.. 저 울음.. 엄마 혼자 봤어요..,2
소리내서 깔깔거린게 언제만인지. 고마워깝스:-),2
언제봐도 재미있는 만화.,2
언제나 빛은 너를 위해 기다린다,2
첩보 액션의 정점에 이른 명작. 우리나라에선 언제쯤 이런 영화를 볼 수 있을까,2
뻔했기에 좋았던 영화. 그리고 언제나 느끼는 거지만 다코타 패닝의 연기는 정말 최고.,2
현실감있는 공공기관 직장 분위기와 자연스런 배우들 연기가 좋았네요. 꿈과 현실은 언제나 한 순간의 선택으로 결정이 나는군요.,2
가볍게 볼수있는 영화지만 미스터빈이 나온다는 것만으로도 만점주고싶다. 미스터빈 시리즈는 언제봐도 웃음이 빵터짐ㅎㅎ,2
창작자의 고뇌와 뜻밖의 번뜩임을 범인들이 이해하지못함은 너무나도 당연한것이다. 왜냐면 돈있는 자는 언제나 소비자이기 때문이지^^,2
언제봐도 재밌는뎈ㅋㅋㅋㅋ 무서운영화시리즈보다 더 적절하게 영화들 섞여있고 무서울땐 무섭고 웃길땐 웃기고 이거만한 영화 없다난,2
몇년 전 봤지만 간간히 떠오르고 언제라도 다시 보고 싶은 명화,2
진정한자아를 찾은 뮤리엘이 부럽다. 나는 언제쯤 찾을수 있을까...,2
역시 김동완과 현빈의 연기실력은 언제봐도 멋지다.,2
몇번을 봐도 어린 시절 상상력을 돌려주는 영화. 고양이 버스를 타고 어린 나로 돌아가는 느낌을 주는 영화. 언제봐도 귀엽고 유쾌한 영화.,2
"때려 부시고, 발로 걷어차고, 격분하는 모습들. 강하게 표현했던 때가 언제였던가.",2
언제 비가 쏟아질지 모르는 불안한 여름. 하지만 푸른 바다의 여름. 그래서 청춘.,2
예전에 개봉할 때 보고 잊지 못하다가 며칠 전 다시 봤는데... 다가오는 느낌은 다르지만 감정은 여전하다.,2
지니를 닮아 시종일관 에너지가 넘쳐흐른다. 정말 신나게 볼 수 있는 명작. 지니와 자스민은 언제봐도 매력적이다.,2
언제 다시 봐도 재밌는 드라마 ! 3년이 지난 지금이 봐도 ! ! ! 굳 ! !,2
송강호의 희생과 언제나 가족을 위하지만 그들은 알아주지 못한다는것이 너무 슬프다.. 이세상 모든 아버지가 존경스럽다,2
베스트평점보고 언제적작품인지 새삼깨닫는다.. 대단하다,2
지독한 고독의 끝은 언제인가. 엔딩에서 눈물이 너무 났다. 구원하소서!,2
사람들이 일상을 대할땐 언제나 신경적이고 지루하하는 경향이 심하다. 삶이란 생각보다 길고 어려운 난간에 봉착하기 마련이기때문인것같다그렇게일상에지내다보면소중한감성을잊고살아오는것같다 이영화를 보고도쿄가가진메트로폴리탄이가진 뒷편 잊고지내던감성이 살아난듯하다,2
와 진짜 재밌게 봣어요 후속작 언제나옵니까ㅠㅠ,2
와~진짜 진심으로하는말인데 정말잘만드신듯.. 너무 재밌고 특히 노래 엄청 좋다~ 언제는 하루종일 이 노래만 튼적도있어요,2
재미있으면서 슬퍼습니다.3기 언제 나오나요 ㅎㅎ,2
해리포터 같은 명작 언제쯤 나오려나,2
승호의 발랄깜찍한 연기! 성인역도 넘 조아.. 언제 그렇게 어른이 된 거니! ㅠㅠ,2
언제봐도 가슴 시린..,2
언제한번또봐야하는데.. 안본지가 12년 ㅋㅋ,2
두 사람을 언제나 응원해주는 사람들이 있기에 더욱 빛난 그녀들의 요리,2
아시타카 전기는 언제나 들어도 소름이다,2
"드디어 대장정의 막이 내려졌구나, 10년넘는 기간, 아쉽네... 근데 시리즈를 볼때마다 느낀건데, 결정적으로 승패를 좌우하는 애들은 좀 일찍 나오면 안되나? 안되겠지?ㅋ",2
나에겐 언제나 10점! 10자,2
ㅋㅋㅋ 나은누나 언제나옴?ㅋ,2
폴 워커.. 처음으로 아쉽고 마음을 울린 배우네요.. 언제나 그리울것같네요... 아마 못 잊을겁니다..,2
정말로 감동적인 영화였습니다ㅠㅠ 언제나 봐도 질리지가 않아요!!!!!!!ㅋㅋ,2
내게 있어서 가장 행복했던 순간이 언제였는가를 생각하게 하는 영화..,2
"SM 가수들이 얼마나 힘든 연습생 기간을 걸쳐 데뷔하여 지금의 큰 가수가 되었는지 잘 알게 되었고, 가수들이 존경스러워지는 영화였습니다. 우리나라 가수들은 대단한 것 같네요.",2
오래간만에 동심으로 돌아가는 느낌이었어요고전은 고전이네요언제봐도 좋은 디즈니,2
몇 몇 메이저 회사의 거대 자본에 의해 움직인는 음악계 자칭 전문가들은 언제 꺼질지 모르는 호기라며 정답이 도출되지 않는 영역이라며 별을 반쪽냈지만 그것이 현실이란 이유대며 자신이 회피했던 이 현실을 오히려 똑바로 직시하지 못하는거건 아닐까?,2
"작년 21살 여름에 이영화를 봤었는데, 그후 디비디와 책까지 구매했었다. 이뤄지지 않았기떄문에 아름다운 사랑아닐까. 언제든 가능성이 있는거니까.",2
2편은 도데체 언제 나오나,2
재밌어요! 누구랑 언제 보아도 후회하지 않을듯해요.,2
잔잔하면서도 깊은 분위기가 정말 좋아요... 언제봐도 힐링이 되는 영화,2
"진짜 1,2편은 언제봐도 안질려요 대박",2
김수현을 함부로 폄훼하지 마라.주제도 모르는것들이...그녀는 언제나 특별한 사람.,2
이런 스포츠 영웅 영화가 우리는 언제?,2
아프리카에는 아직도 고통받고 있을거라는 생각이 들었고 우리의 삶의 행복을 볼수 있았다 그리고 믿음은 언제나 우리 곁에 있다는걸깨닫게 해주는 영화이다,2
다른사람한테는 몰라도 나에게는 언제까지나 최고일 시리즈..,2
며칠전에 다운받아봤는데 태권도 영화 흔치않은데 재밌게 잘봤습니다.,2
어릴 적에 굉장히 재미있게 보았다 언제적 영화인데 지금보면 당연히 수준 딸리징,2
산악 영화는 언제나 손에 땀을 쥐게 한다,2
잊을수없는 명작! 언제봐도 기억속에남는 명작중의 명작 !,2
내용도 탄탄하고 배우들 연기도 좋고 재밌는 드라마인데 별로 안떠서 너무아쉬운작품 ㅜㅜ 시험기간에도 끊을수없는 꿀잼 허니잼 드라마!!,2
역시 언제봐도 잼있는 아이스에이지,2
여군특집 언제 까지 하나용?남자시리즈가 보고픈데,2
미치겠다 엉엉 영화보믄서 언제끝나냐 기다린건첨이네 70년대 영화만들었냐 내4000원 ㅠㅠ,2
누구라도 언제라도... 멈춰버린시간..,2
어떤 내용인지 지금은 기억도 안나지만 10년전 내가 초딩일때 진짜 이거보고 한 며칠간 공포에 덜덜 떨었던 기억이 난다. 내용은 기억 안나는데 진짜 무서웠던것만 내 몸이 기억하네...,2
300명 언제 채우나? 채플린은 영화의 개척자! 모던타임즈와 함께 최고의 영화!,2
그리스 인들이 믿는 올림포스가디언의 제우스 기간테스의 역습을 잘 나타여,2
자신을 찾아나서는 여행. 그때가 언제라도 늦지 않다.,2
"성인이 되어서도 감동인 애니메이션. 주제가 ""미녀와 야수""는 언제들어도 명곡이다",2
"타란티노의 단독 역출작은 각 작품마다 열다섯번 이상씩은 본것같다. 전부 최고지만 그중 굳이 베스트3을 누군가 꼽으라 한다면 언제나 나는 주저없이 저수지의 개들, 펄프픽션, 재키브라운 이 세편을 꼽는다. 적어도 나에겐 축복 같은 영화들이다.",2
제이미리커티스의 연기는 언제나 훌륭하다! 린제이로한의 연기도 좋았고 즐겁게 킬링타임용으로 감상하기에 딱인 듯!,2
새로운 시도 언제나 발전하는 한국 문화계!,2
"보스는 언제나 강하고 대부처럼 묵직한 멘탈을 가져야한다는 편견을 버리고, 겁많고 연약한 여성호르몬 넘쳐나는 보스로 만들어버리니 개웃기는 컨셉으로 가버리는구나, 특히 로버트 드니로 과거 이미지 때문인가? 더 망가지는 듯한 느낌이..ㅋ",2
누구나 언제든지 어디로든 여행을 떠날 수 있다!,2
최고. 아직까지도 무한반복해서 보고있는..... 언제질릴런지..,2
1기 총편집이라서 좀 아쉽지만 그래도 역시 중2병은 언제나 다시봐도 꿀잼!! 그리고 릿카도 언제나 봐도 역시 카와이네 ㅋㅋ,2
다시봐도 반하는 영화 언제나 보고싶은 영화,2
카프라의 영화는 언제나 따뜻하다,2
이런만화 언제또볼수있을까,2
제작기간이 10년이었다니.. 정말 최고의 애니메이션이에요~ 기대했던것보다 더!! 정말 재밌어요!,2
부천영화제때보구 개봉을 기대하고 있었는데 언제쯤 개봉하나요?,2
스크림 시리즈는 언제나 흥미롭다,2
스토리가 아주 약했다기보다는 극적인 스토리 전개가 약간 부족했던 것 같습니다~ 내용상 어쩔수 없는 거겠죠 ~ 저는 김선아씨 를 새롭게 발견하고 왕팬이 되었네요 김선아씨 수고해주셨고 감사드립니다 팬미팅은 언제 할지 궁금해질 정도에요? ^,2
ㅠ.ㅠ; 최고임.. 오래되긴했지만.. 3편 언제나올라나 ㅠ.ㅠ;최고!,2
군입대를 며칠 앞두고 다시 보니 두렵고 겁도 났다 그래도 잘 봤다,2
언제나 몇번을 보든 참 좋은 영화,2
오해했다. 눈물찍 콧물찍 장면이 언제나오나 은근 기대?하고 봤다. 그러나 이 영화는 한국여러영화들과는 달랐다. 나라면 어찌 했을까 계속해서 생각하게 하는영화 결정은 했지만 과연 이게 맞는걸까? 하고 또 계속해서 생각하게 했다,2
와 최고다최고....언제 봐도 명작!,2
알렉스켄드릭 감독님영화 언제나 좋습니다 ㅠㅠ,2
"서툴고 순수했던 또 애틋하기도 했던때가 생각나요. 한편으론 이런 감정,마음,느낌 사랑을 언제 또 하고 느낄수 있을까 하는 생각도 들어요. 그때가 그립고 지금은 모르겠지만 그때인 그대가 마냥 부러워지는 영화네요. 자기전이니 꿈이라도 꿨으면 행복하겠어요.",2
지니와 자스민은 언제 봐도 유쾌하다. 디즈니 영화 중에 가장 신나는 영화.,2
"정치색을 떠나 인종과 인권은 언제나 존중받아야 하는 것이다. 그러나 그렇지 못했던 과거가 아쉽고, 아직도 차별받고 존중받지 못하는 이들이 빨리 구원이 되기를...",2
언제까지나 두고두고 보고싶은 그런 영화!!,2
방금 TV로 봤는데 사랑에 대해 순수해지고 삶에 대한 감사함을 다시 채우는 계기가 되었어요.. 저도 긴 기간 힘든 시간을 보내고 제 삶을 제대로 산지 2년밖에 안되었는데 그새 잊고 있었네요.. 배우들 연기도 너무나 좋았어요.. 소장하고 싶어요!,2
이거 언제 재개봉하나요??? 또 보고 싶은데 ㅠㅠ 지방에는 개봉안하겠죠 ㅠㅠ,2
아담을 능가하는 백조는 못 나오겠군. 그러나 리처드 윈조는 또 그만의 매력이 있음. 이렇게 강렬하고 파워풀한 백조는 상상도 못했음. 그 파워가 마치.. 음... 사자나 호랑이 급.ㅡㅇㅡ; 이거 DVD 언제 나오나...,2
유일하게보는 드라마인데 이방송보느라 오전일이 더디어지네요 녹화하면서 보고녹화된거 또보고 완전중독이네요빨리결말보고싶어요8월까지 언제기다리나했는데 시간참빠르네요. 그리고 오늘 최강욱 너무 불쌍해요.안됐어요.내일빨리왔으면....,2
진 핵크만의 사악한 웃음으로 실실 쪼개는 렉스 루터 연기는 정말 밉상이다ㅋㅋㅋ. 슈퍼맨은 언제나 멋있고. 조드장군도 간지난다,2
이거8년전영화거든요데체언제적영활보고지금도연기못하는거마냥애기정말웃기네 ㅋㅋㅋ,2
언제봐도 감동입니다..,2
"시즌2 언제합니까?? 보고싶어요 ㅜ,ㅜ",2
죽기전에 언제 대한민국에서 롤링스톤즈의 공연을 보겠는가,2
언제봐도 명작!,2
언제봐도 질리지 않는 진짜 명작.,2
언제나 봐도 마지막엔 감동이다,2
정말 잼있는 영화..^^ 박중훈의 연기는 언제나 상쾌하다^^,2
이 영화를 볼때마다..언제나 10년전의 추억을 떠올리게 만든다. 영화내용과는 틀리지만 나의 순수했던 20대초 시절의 사랑과 우정은 아름답게 회상시키는 영화. 앞으로 10년이 더지나 감수성이 더 사라졌을때 다시금 이 영화를 보며 청춘을 회상할것이다.,2
평점 10 언제까지 가나보자,2
언제나.. 공포 스러운.. 할로윈..,2
슬프다... 이별은 언제나,2
잼있어여~~ ㅋㅋ 또 언제기다리냐..,2
강한미국형님이 러시아 까는 영화 단순액션만으로도 지루하지 않게 전개한다 모레츠아가씨 대체 언제 나오나 계속 봤다.,2
월드컵 기간에 보기엔 딱 좋은 영화! 이 영화만 100번 넘게 볼 정도로 강력 추천!,2
일본은 언제...? 줄까!,2
완전 재밌어요 그나저나 최병장 언제나오시나요ㅠ,2
진심 멘마가 일기장 뜯어서 편지쓴거 펼칠때 브금 씹캐리ㅠㅠ 아 언제봐도 명작이다ㅠㅠ,2
"헤어진 친구가 생각나서 이민기형 대사에 몰입하면서 눈물이 맺혔네요 ""나중에 언젠간 찾아갈께"" 이말이 왜이렇게 공감되는지요.... 헤어진 전우는 언제쯤 다시 만날수 있을까요.. 눈물이나는 영화입니다",2
언제봐도 너무 재밌는 영화,2
공각기동대는 오히려 이런 면이 더 좋더라. 다음 편은 언제쯤 볼수 있으려나?,2
성룡의 영화엔 언제나 감탄한다,2
덴젤 워싱턴옹의 영화 선택은 언제나 옳다.,2
언제봐도 완벽한 영화!!,2
언제 터질지 모르는 불안함 속에서도 빛나는 10대 소녀들. 비극적이었지민 조용히 아름다웠다.,2
언제봐도 감동적인 레옹,2
박신혜는 언제 봐도 옳다. 걱정마세요 귀신입니다에서 정점을 찍고 내려오질 않아,2
아우~~~~~개짱그냥 개짱;;은 오바고 마모루형님 언제나 감사~ㅋㅋ,2
"무단침입 자막 만들어서 기간 만료 없는 위디스크에 올렸습니다 많이들 받아가시고 리뷰나 평점좀 많이 씁시다, 옛날 영화는 자료글들이 너무 없어서요~",2
추악한 검찰과 경찰. 그에 맞선 정의가 언제라도 이길 수 있길..,2
슈퍼맨 재방 보다가 송일국씨에게 팁하나 드리고 싶어서 글 남겨봅니다. 유모카 끌고 마라톤 뛰는거 봣는데요 두개를 밀며 달리실 땐 유모카 두개를 끈 같은걸루 이어서 다니는게 어떨까 하는 생각이 들었어요. 언제나 유쾌하게 멋진 모습 보면서 응원합니다^^,2
정말 추천할만한 SF외화시리즈다. 언제 다시 안 해주나?,2
3기언제나오노ㅜㅜ,2
구혜선씨를 왜이렇게 깎아내리는지 모르겠네요 다들..전 정말 존경스럽습니다... 이렇게 훌륭한 작품을 만드시고 연기도 나날이 발전하시네요 화이팅 언제나 묵묵히 응원합니다,2
해리포터는 나에게 언제나 최고다.,2
이게 언제적 영화인데 지금 봐도 쩐다 ㄷㄷ,2
너무 재밌네요ㅎㅎ꾸준히 본방사수중입니다~ 구미모역 효민양!언제나 파이팅입니다!~,2
"난 그의 팬이다, 언제나 그의 것은 압도적인 무엇인가가 있다.",2
여자였는데 언제나.. 유빈이는 커서 아빠를 이해할 수 있을까?,2
잗같은 세상 현실이다 이게.. 근데 승자는 언제나 잗같은 넘들이 하는구나.. 결말이라도 통쾌했으면 좋았을텐데,2
언제나 아름다운.,2
"절망... 고독... 하지만 희망은 언제나 우리곁에, 행복은 주어지는것이 아닌 선택",2
셜록홈즈3 언제나오나요..ㅜㅜ,2
"해품달,시크릿가든보다 더더더 재밌었음~이런 작품은 또 언제 만날수 있을까?",2
우와 샤크보이가 테일러였다니...언제이렇게 큰거야ㅋㅋㅋㅋㅋㅋㅋ,2
부모를 대하는 제 못습을 다시한번 뒤돌아보게 되요...! 저는 진짜 가식없이 착한 남서방님 쵝오여여..! 그리고 기대되는 또! 한! 분!! 신현준씨의ㅡ강제 처가살이 언제쯤 볼 수있을까요???,2
이거 언제 개봉해요?,2
앞으로도 언제까지나 나에겐 최고의 판타지♥책도 다 읽어보신분들은 얼마나 멋진 이야기인지다들 아시죠??ㅎ,2
언제봐도 질리지 않는 만화^^.,2
"종교는 공포가 만든 허상, 죽음에겐 언제나 진다, 죽기전까지 사랑으로 서로 보듬자.",2
언제 한 번 찾아서 봐야 될 텐데 말이죠,2
진짜 무가당 스파이물. 언제나 미국은 착한척 하지만 믿기 힘든 그 나라. 천조국.,2
최근에다시보는중인데 언제봐도 내인생 최고의영화!,2
이 영화 DVD는 언제 나오는거야!!계속 기다리구 있구만..ㅠ,2
진짜 언제봐도 감동이다... 어제 ocn에 나와서 다시봤는데진짜로 재밋다^^,2
제가 봤던 영화중에 최고의 영화에요진짜 영화를 10번이상 돌려본건 이게 처음인듯ㅎ 이게 지루하고 졸렸다는 사람들은 이해가 안가네요 어떻게 이걸보며 졸수가있지?극장에서 다시 상영해준다면 언제고 돈주고 다시볼 것 같네요ㅎㅎ보는내내 감탄~,2
유쾌한 그들. 언제봐도 즐겁다.,2
사랑과 일. 언제나 선택의 갈림길.. 너무도 의미있는영화,2
후속작 언제나오려나 영화관개봉하면 꼭 보러가야겠다 ㅋㅋ 진짜 잘나간 일본애니 시간을달리는소녀 센과치히로의 행방불명 급에 애니다,2
9살때 상영기간에 혼자 보러갔었는데 어린나이였음에도 불구하고 스토리가 머리에 생생하네요. 보는동안 울먹했던 기억도 납니다. 마음이 따뜻해지는 영화였어요.,2
한주한주 봤다고 하면... 나도 점수를 안줬겠지만;; 한번에 몰아서보니... 정말 잼게 봤다... 초반 아역기간이 넘 긴거 빼고는... 멜로 긴장감 쫄깃쫄깃 하니 좋았다..,2
와우.. 십점 준게 언제였지.. 마지막에 너무 감동적이다.. 많은것을 다시금 깨닫게 해준다.. 제이크 질렌할 때문에 들어왔다 멋진 작품하나 얻고 영화의 매력에 다시금 빠져들고 있다!!! 행복 ㅠㅠ,2
폴더플러스에 babyjuly님파일 기간끝난듯해여 없어졌네여,2
언제 봐도 질리지 않을 영화,2
재밌어요열자언제채워,2
"이토록 아름다운 씻김굿. 그리고 언제나 그렇듯이, 그곳엔 사람들이 있었다.",2
언제나 사랑스러운 줄리 델피,2
최근개봉한 로그네이션보고 다시 한 번 찾아봄.20년의 세월이 언제 흘렀는지톰크루즈 젊고 풋풋한 얼굴보니 어딘지모르게 서글픔. 톰은 영원히 늙지 않았으면 좋겠다..,2
자유를 얻으려는 자는 언제나 외롭다,2
말도 안되는 내용이지만 언제나 눈이 즐거움...특히 리우데자네이로 도시전경은 정말 멋잇엇음~~~,2
엄마가 그루한테 언제 얘기하나 햇는데 드디어 얘기했네요ㅜㅜ 드라마가 끝나고 나서도 한참동안 펑펑 울었어요ㅠㅠ 정말 송윤아씨 연기는 감히 말할수가 없네요 최곱니다,2
언제봐도 정말 감동적인 영화..,2
언제나 내마음 한구석에는 백설공주 그녀가 자리 잡고 있다!!,2
이 영화 언제 개봉하나요? 진중권씨와 변희재씨의 대립구도가 흥미진진해 보이던데...예고편은 어디서 볼수있나요?,2
보고나서 남는건 없지만 잼게봤다.. 후지와라의 연기는 언제나 ㄷㄷ,2
초호화 종합선물세트는 아류일지라도 언제나 매력적임,2
언제나 봐도 재밌어요,2
방금봤는데언제봐도재밌음,2
2004년에 처음 봤을때 그충격은 말할수없을만큼 컸다 그이후로 여러번 다시봤고 내 머릿속엔 언제 1번스릴러다 그리고 10년이 지난지금 또 다시보고있다,2
언제봐도 최고다,2
언제나 포켓몬을 즐겨보고 있습니다.정말 재미있고 감동적이구요.포켓몬 화이팅~☆,2
오늘 눈온다고 하던데 언제쯤오려나...?,2
유승기 언제쯤 정신차릴까요? ㅋㅋ 서인국 연기 너무 잘한다~^^,2
데이빗 핀처는 정말 천재같다 최고의 배우들 특히 루니 마라 라는 배우를 이 영화를 통해 알게 되었는데 정말 그녀도 천재같다 비주얼 충격도 대단하고 원작소설도 배우들도 정말 최고다!! 다음편이 기대되는데 도대체 언제 나오나..ㅠㅠ,2
캬 외계인소재는 언제나 굿,2
블루레이 언제 나옴?,2
"10년이 지나도 기억나는 에피소드가 있고, 처음 보는 듯한 에피소드도 있고, 언제나 최고로 꼽는 에피소드가 달라지는 볼때마다 다른 느낌 다른 추억을 전하는 '어린왕자'같은 영화. 편차가 큰만큼 그래서 더 다양한 파리의군상을 보여주는 듯한 달콤한 여행.",2
남들은 어떻게 생각하는지 몰라도 엑스파일은 언제 봐도 전율이 흐른다. 처음 엑스파일 보는사람은 지루할수 있지만 진정한 팬이라면 여전히 흥분된다.,2
패트레이버가 언제 적부터 있던 건데 퍼시픽 림 짝퉁이라니...처음 보는 사람에게는 약할지 몰라도 팬에게는 꽤 만족할 만함.,2
성공적인 속편은 딱 2편까지 ~ 언제봐도 즐겁다,2
전에 봤던 영화이지만 영화에서 해피엔딩으로 끝나지만 현실에선 친구와 친구사이에서 썸을 타다가 그기간이 지속되면 썸으로 끝나는 경우가 많더라구요. 결론은 서로 사랑한다면 둘 중에 하나는 남자가 되든 여자가 되든 적극적으로 표현 하다는 걸 느끼게 되요..,2
숀 코네리는 언제봐도 멋있다. 90년대 영화 특유의 부드러움이 느껴지는 영화. 깔끔하고 군더더기 없이 세련됐다.,2
"언제 보아도 감동적이고 가슴 찡해지는 예수님 이야기. 얼마 전에 감상한 ""손 오브 갓""과 비교해 보면영화의 배경과 연출방식은 상당히 고전적이다. 하지만 ""손 오브 갓""이 왠지 더 감동적이라는 생각이 든다.손~ 이 더 성경 말씀을 잘 표현했다",2
언제 보아도 재미있고 긴장하게 된다. 최고의 스릴러,2
"아 이건 10개지 누가 1개 해놨냐..ㅋ ""세번째 약속은 수도로와서 날찾아라!""하고 끝 -ㅇ - 아 놔 수도에서 너 찾는데 22년 지났다 언제 찾을수 있니?ㅋㅋㅋㅋ 아 의천2 안나오나",2
꽤 재미있게봤습니닼ㅋㅋㅋ 키르아가 구할려는 것도 멋있었고 크라피카가 나름 이겨내는 것도 멋있었곸ㅋㅋㅋㅋ근데.. 조금 방식이 똑같아.. 곤이랑 키르아는 언제나 활약하고 레오리오는 크라피카도와주고 크라피카는 뭐 아프고.. 그래도 나름 재미있었습니다,2
현실을 꼬집는 영화 언제봐도 좋다,2
완전기대하고 있어여~~~개봉 언제하나요??,2
빈스본 영화는 언제나 감동이 쩐다~,2
본방은 물론이고 재방까지도 보는 열성 무도팩임돠. 지금도 시청중..^^ 다시봐도 재밌어요. 때론 감동도 전해지는 티비프로중의 진정한 갑~! 언제나 응원합니다. 유재석 퐈이아~~~,2
과거나 현제나 변함없는 그자태에 팬으로서 박수를보넨다 동영상을볼때마다 흠뻑 빠져들어요 언제나 변함없는모습을...,2
다시보고싶다. 연애시대배우들도 다 너무 좋고 대사 연출 센스도 대박이고.....근데 나는 도대체 연애시대 언제오는거임 ㅡㅡ,2
"엄청난 스토리, 반전. 지구는 일정기간마다 반복되고,외계인이 아이만 데려가서아담과 이브를 재현한다 이런 이론인데색다른 이론, 반전이 대단햇는데 평론가들이 머리통이 비셧나멀쩡한영화 평점낮추네",2
너무 재밌다...다시봐도 재밌다...하....난 언제 이런사랑 해볼까..,2
코난은 언제나 멋있음,2
언제봐도 질리지않을 영화!!!,2
이거 3d로 개봉 한다던데.. 언제하죠?..,2
오세홍 성우께서 하늘에서도 언제나 짱구아빠와 함께 보았으면 하는 마음이 생기네요,2
언제봐도 질리지 않는 수수하고 진솔한 영화다.,2
"사실 중반부 까지는 이게 무슨 영화지,귀신은 언제나오지 하며 봤지만. 꼭 귀신이 나와야만 공포스럽지 않다는것을 깨달았다. 상당히 몰입도 있었던 영화.",2
언제 여우비2탄 이나올까여..빨리 보고싶어요 ㅠㅠ,2
부부클리닉 돌려죠...도대체 부부클리닉3은 언제방송되죠...?기다리다 목빠지겠어요..금요일의낙이없으니....,2
사랑은 시간을 선물하는 것. 유효기간을 정하는 순간부터 서서히 멀어져만 간다.,2
"최상의 작품. ost는 언제 들어도 감동이다. 가볍게 그리지만, 진지하다.",2
이 bgm 생각나서 며칠동안 잠도 제대로 못 잤던 기억이 생각나네 ㅋㅋ,2
내 생애 최고의 드라마다. 한국드라마는 언제 따라잡을까?,2
책보고 나서 며칠간 잠을 못이뤘다... 영화는 그럭저럭,2
존잼 근데 너무끔 아ㅃㅏ란거 빨리알아야 할텐데 오자룡 언제감?뒤로감?OO 재밌긴함 막장 좋아해서그런지ㅇㅇ오늘존잼 기억상실증은 오바잖아 개OOO,2
복싱 영화는 언제나 나를 울리는듯. 사나이의 삶은 항상 링위에서 이루어지지.,2
"장고보러가기전에 비슷한 웨스턴 무비가 보고싶어 전에 구입했던 툼스톤 디비디를 다시 봤어요~ 언제 봐도 닥할러데이의 캐릭터에 빠져드네요 ""죽어가는기분이야""",2
1기 2기도 재밌었는데 언제함 봐야겟네,2
이런영화는 언제나재밌지.,2
두근두근 콩닥 콩닥 설렘 폭발~!! 또 언제 기다리냐~~ㅜㅜ,2
행복은 내 바로 옆에 언제나 존재해 있다. 인생의 묘미.,2
헐..이거언제개봉햇엇어?????? 볼걸 젠장;;;,2
언제봐도 행복해지는 그런 애니메이션,2
언제까지 버틸셈이야?? 진짜 신기하다 ㅎㄷㄷ,2
언제까지 세상이 이런 영화를 봐 줄 거라 생각하냐!,2
제가 언제 광주는 폭동아니라고 말이나 했습니까? 오늘따라 노 고무현 대통령님이 그립습니다 홍어택배 배달하러 땅크 시동겁니다 부릉부릉~~~~,2
꼭 귀신이 나와야만 무서운건 아니다. 그런면에서 무당과 교회는 언제나 나를 오싹하게 한다. 한국 공포영화 중 보기드물게 휼륭한 영화,2
도대체 언제 나오냐구요~!,2
20140919일에 방송된 비디오는 왜 볼수가 없는거죠?? 손꼬박 기달리고 있는데 언제까지 기달려야 되는던가요??다른건 다 좋은데 유투브에 좀 올려 주셨으면 좋겠습니다 부탁합니다,2
곽지민이 똑살에 언제 나왔는지 궁금해요~,2
언제까지 이럴거에요? 정말 스토리한번 대단하네요... 몇번을 뺏엇다 뺏겼다... 왜하는지 모르겠어요 ..mbc작가들... 진짜 이상하네요,2
짱난다 그만 좀해라이제 진용석 벌받을때두 된거아니냐질질 언제까지 끌꺼야,2
언제적거를 지금 개봉하고 그래.,2
핵노잼 보면서 언제 끝나나 함 완전 지루,2
언제까지 밥만 먹나요;;,2
언제 끝나나요? 그냥 끼리끼리 행복하게 살게해주고 끝내줘요... 제발..,2
믿음만 앞세워 흑과 백을 나누는게 언제부터 참된 신자의 모습이 된겁니까? 처음에는 불협화음을 사랑과 용서로 승화하여 위기를 극복하는 스토리 인줄 알았는데 영화 내용은 주님만 믿으면 램프의 요점 마냥 만사가 해결되니 웃길 노릇입니다,2
영화보다 중간에 나와보기는 몇년만에 첨~울딸도 엄마 언제끝나 하길래 그냥 나왔습니다.,2
장동건이 언제이런 야한영화 찍었냐,2
